country,title,salary_min,salary_max,employment_type,category,posting_date,location,is_estimated,company_name,exchange_rate,salary_min_pln,salary_max_pln,salary_avg_pln,salary_spread_pct,IT_seniority_level,day_of_week,has_salary
gb,Amazon Flex Delivery Driver - Earn £14 - £18 per hour*,14.0,18.0,Not specified,Logistics & Warehouse Jobs,2026-04-02 02:38:09+00:00,"Blackheath, South East London",False,Amazon Flex,4.8924,821.9232,1056.7584000000002,939.3408000000001,28.571428571428598,,Thursday,True
pl,Mid/Senior Performance Specialist,84000.0,132000.0,full_time,"PR, reklama, marketing",2026-03-11 02:21:27+00:00,"Poznań, wielkopolskie",False,Milco,1.0,84000.0,132000.0,108000.0,57.14285714285714,,Wednesday,True
pl,Agile IT Operating Model Consultant She He They - ICH Europe,,,full_time,IT,2026-01-31 01:43:25+00:00,"Wrocław, dolnośląskie",False,Accenture,1.0,,,,,Not Specified,Saturday,False
us,$250/60min Paid Market Research Study for Head of IT in the IT Sector,82423.66,82423.66,Not specified,IT,2026-03-13 10:28:54+00:00,"Dearborn, Wayne County",True,Ivy Exec,3.6506,300895.813196,300895.813196,300895.813196,0.0,Senior,Friday,True
pl,IT Agentic AI Engineer Drug Discovery Research & Development,302400.0,322560.0,full_time,IT,2026-02-06 01:58:54+00:00,"Wrocław, dolnośląskie",False,Holisticon Connect,1.0,302400.0,322560.0,312480.0,6.666666666666667,Not Specified,Friday,True
pl,IT Project Manager (Freelance) @ Kellton Poland sp. z o.o.,1560.0,1800.0,full_time,IT,2026-03-10 01:39:17+00:00,Polska,False,Kellton Poland sp. z o.o.,1.0,18720.0,21600.0,20160.0,15.384615384615385,Not Specified,Tuesday,True
gb,Tiler (Self-Employed),53371.73,53371.73,Not specified,Trade & Construction Jobs,2025-05-16 09:50:13+00:00,"Dover, Kent",True,MyJobQuote,4.8924,261115.85185200002,261115.85185200002,261115.85185200002,0.0,,Friday,True
us,Lead IT Systems Engineer - Public Sector,169246.92,169246.92,full_time,Engineering Jobs,2026-02-20 06:06:32+00:00,"Concord, Merrimack County",True,Lumen,3.6506,617852.806152,617852.806152,617852.806152,0.0,,Friday,True
us,IT Internal Controls Manager - Remote,170583.94,170583.94,full_time,Accounting & Finance Jobs,2026-02-28 10:53:50+00:00,"Grand Central, Manhattan",True,Skillsoft,3.6506,622733.731364,622733.731364,622733.731364,0.0,,Saturday,True
pl,Atlassian Administrator,,,full_time,IT,2026-03-28 02:09:17+00:00,"Kraków, małopolskie",False,Antal Sp. z o.o.,1.0,,,,,Not Specified,Saturday,False
pl,IT Project Manager,,,Not specified,Inna/ogólna,2026-03-30 13:55:38+00:00,Polska,False,Talentgrator,1.0,,,,,,Monday,False
gb,IT Support Engineer,41600.0,45500.0,Not specified,IT,2026-03-19 20:38:52+00:00,"Old Trafford, Manchester",False,VIQU Limited,4.8924,203523.84000000003,222604.2,213064.02000000002,9.374999999999991,Not Specified,Thursday,True
gb,IT Coordinator,36276.11,36276.11,Not specified,IT,2026-03-24 21:57:22+00:00,"London, UK",True,Hilton,4.8924,177477.240564,177477.240564,177477.240564,0.0,Not Specified,Tuesday,True
us,RN,25999.1,25999.1,full_time,Healthcare & Nursing Jobs,2026-03-22 03:50:07+00:00,"Aurora, Arapahoe County",True,Cherrelyn Healthcare Center,3.6506,94912.31446,94912.31446,94912.31446,0.0,,Sunday,True
us,"Residential Youth Caregiver - Relocation to Hershey, PA Required",54057.74,54057.74,full_time,Healthcare & Nursing Jobs,2025-10-03 01:19:52+00:00,"Mesquite, Clark County",True,Milton Hershey School,3.6506,197343.18564399998,197343.18564399998,197343.18564399998,0.0,,Friday,True
us,$250/60min Paid Market Research Study for Head of IT in the IT Sector,77988.34,77988.34,Not specified,IT,2026-03-13 10:30:26+00:00,"Highland Park, Dallas",True,Ivy Exec,3.6506,284704.23400399997,284704.23400399997,284704.23400399997,0.0,Senior,Friday,True
gb,IT Architect,85000.0,85000.0,Not specified,IT,2026-03-19 22:32:21+00:00,"Central London, London",False,Ashdown Group,4.8924,415854.0,415854.0,415854.0,0.0,Not Specified,Thursday,True
gb,Mobile Vehicle Technician,40170.0,44385.0,full_time,Engineering Jobs,2026-03-02 13:47:19+00:00,"Little Oakley, Corby",False,RAC,4.8924,196527.708,217149.174,206838.441,10.49290515309932,,Monday,True
gb,Kitchen Fitter (Self-Employed),44431.29,44431.29,Not specified,Trade & Construction Jobs,2025-05-16 09:50:18+00:00,"Penenden Heath, Maidstone",True,MyJobQuote,4.8924,217375.64319600002,217375.64319600002,217375.64319600002,0.0,,Friday,True
pl,Specjalista ds. Wsparcia IT / Specjalistka ds. Wsparcia IT,,,Not specified,IT,2026-04-01 19:20:00+00:00,"Swarzędz, wielkopolskie",False,AT Computers,1.0,,,,,Not Specified,Wednesday,False
gb,2nd Line IT Engineer,35000.0,38000.0,full_time,IT,2026-03-13 13:34:36+00:00,"London, UK",False,Context Recruitment Limited,4.8924,171234.0,185911.2,178572.6,8.571428571428578,Not Specified,Friday,True
gb,IT Support Technician,25000.0,30000.0,full_time,IT,2026-03-12 13:35:11+00:00,"Hull, East Riding Of Yorkshire",False,Consortium Professional Recruitment,4.8924,122310.00000000001,146772.0,134541.0,19.999999999999986,Not Specified,Thursday,True
us,Lead IT Systems Engineer - Public Sector,174179.97,174179.97,full_time,Engineering Jobs,2026-02-18 18:00:42+00:00,"Bloomsburg, Columbia County",True,Lumen,3.6506,635861.398482,635861.398482,635861.398482,0.0,,Wednesday,True
pl,IT Project Manager praca zdalna,252000.0,276000.0,full_time,IT,2026-04-01 03:08:32+00:00,"Gdańsk, Trójmiasto",False,Upvanta sp. z o.o.,1.0,252000.0,276000.0,264000.0,9.523809523809524,Not Specified,Wednesday,True
pl,Cloud Platform Engineer (Azure) @ Godel Technologies Europe,,,full_time,IT,2026-02-03 01:24:21+00:00,Polska,False,Godel Technologies Europe,1.0,,,,,Not Specified,Tuesday,False
gb,IT Manager,40000.0,44000.0,full_time,IT,2026-03-13 19:41:38+00:00,"London, UK",False,XACT PLACEMENTS LIMITED,4.8924,195696.0,215265.6,205480.8,10.000000000000004,Not Specified,Friday,True
gb,IT Field Engineer (Schools),32000.0,32000.0,full_time,IT,2026-03-27 16:12:41+00:00,"Leeds, West Yorkshire",False,vertex-it-solutions,4.8924,156556.80000000002,156556.80000000002,156556.80000000002,0.0,Not Specified,Friday,True
pl,Backend Developer Senior/Expert @ Storkjet P.S.A.,203400.0,339600.0,full_time,IT,2026-04-01 02:50:51+00:00,"Katowice, śląskie",False,Storkjet P.S.A.,1.0,203400.0,339600.0,271500.0,66.96165191740413,Senior,Wednesday,True
pl,IT Architect,216000.0,300000.0,full_time,IT,2026-02-08 02:02:23+00:00,"Katowice, śląskie",False,Code and Pepper,1.0,216000.0,300000.0,258000.0,38.88888888888889,Not Specified,Sunday,True
gb,IT Support Engineer,30000.0,35000.0,full_time,IT,2026-03-27 16:18:57+00:00,"Basildon, Essex",False,Spider,4.8924,146772.0,171234.0,159003.0,16.666666666666664,Not Specified,Friday,True
gb,IT Infrastructure Engineer,50000.0,50000.0,full_time,IT,2026-03-19 16:11:51+00:00,"London, UK",False,Ritz Recruitment Ltd,4.8924,244620.00000000003,244620.00000000003,244620.00000000003,0.0,Not Specified,Thursday,True
us,IT Business Analyst/HR,123535.19,123535.19,full_time,IT,2026-02-10 04:57:39+00:00,"Salem, Marion County",True,World Wide Technology,3.6506,450977.564614,450977.564614,450977.564614,0.0,Not Specified,Tuesday,True
gb,Painter & Decorator (Self-Employed),42586.36,42586.36,Not specified,Trade & Construction Jobs,2025-05-16 09:50:08+00:00,"Worcestershire, West Midlands",True,MyJobQuote,4.8924,208349.507664,208349.507664,208349.507664,0.0,,Friday,True
us,IT Testing Engineer,58446.34,58446.34,full_time,IT,2026-03-13 13:06:01+00:00,"Textile Finance, Los Angeles County",True,Conduent,3.6506,213364.20880399997,213364.20880399997,213364.20880399997,0.0,Not Specified,Friday,True
pl,Quality System Engineer @ Antal,,,full_time,IT,2026-02-03 01:24:14+00:00,"Goleniów, zachodniopomorskie",False,Antal,1.0,,,,,Not Specified,Tuesday,False
pl,IT Analyst,201600.0,221760.0,full_time,IT,2026-03-18 02:08:33+00:00,"Gdańsk, Trójmiasto",False,DCG,1.0,201600.0,221760.0,211680.0,10.0,Not Specified,Wednesday,True
us,Deli Counter Clerk,20209.63,20209.63,part_time,Hospitality & Catering Jobs,2026-03-31 20:57:40+00:00,"Leland, Leelanau County",True,Meijer,3.6506,73777.275278,73777.275278,73777.275278,0.0,,Tuesday,True
gb,Market Research Interviewer - Car Required - Part Time,14.0,14.0,part_time,Part time Jobs,2026-04-01 11:25:39+00:00,"Caputh, Perth",False,Ipsos,4.8924,821.9232,821.9232,821.9232,0.0,,Wednesday,True
gb,Commercial Tyre Technician - Mobile,40000.0,60000.0,full_time,Engineering Jobs,2026-01-06 13:46:44+00:00,"Dunnikier Park, Kirkcaldy",False,Halfords,4.8924,195696.0,293544.0,244620.0,50.0,,Tuesday,True
us,IT Support Analyst,67379.77,67379.77,Not specified,IT,2026-03-27 10:13:34+00:00,"West Pittston, Luzerne County",True,Kforce Technology Staffing,3.6506,245976.588362,245976.588362,245976.588362,0.0,Not Specified,Friday,True
gb,IT Apprentice,20000.0,20000.0,Not specified,IT,2026-04-01 06:01:44+00:00,"Harrogate, North Yorkshire",False,QA Apprenticeships,4.8924,97848.0,97848.0,97848.0,0.0,Not Specified,Wednesday,True
gb,Floor Fitter (Self-Employed),46022.52,46022.52,Not specified,Trade & Construction Jobs,2025-05-16 09:50:29+00:00,"Braintree, Essex",True,MyJobQuote,4.8924,225160.576848,225160.576848,225160.576848,0.0,,Friday,True
pl,Production Engineer @ Antal,,,full_time,IT,2026-03-11 01:42:03+00:00,"Konin, wielkopolskie",False,Antal,1.0,,,,,Not Specified,Wednesday,False
pl,Senior N8N Engineer @ Xebia sp. z o.o.,204000.0,338400.0,full_time,IT,2026-03-27 01:56:51+00:00,Polska,False,Xebia sp. z o.o.,1.0,204000.0,338400.0,271200.0,65.88235294117646,Senior,Friday,True
us,Registered Nurse,37155.15,37155.15,full_time,Healthcare & Nursing Jobs,2026-02-01 02:40:40+00:00,"Waterford, Erie County",True,Encompass Health Rehabilitation Hospital of Erie,3.6506,135638.59059,135638.59059,135638.59059,0.0,,Sunday,True
pl,Senior AML & Risk Analyst,,,full_time,IT,2026-03-17 02:27:09+00:00,"Poznań, wielkopolskie",False,PayU S.A.,1.0,,,,,Senior,Tuesday,False
pl,ServiceNow CSM Developer,270000.0,302400.0,full_time,IT,2026-03-11 02:40:15+00:00,"Warszawa, mazowieckie",False,Emerge Soft,1.0,270000.0,302400.0,286200.0,12.0,Not Specified,Wednesday,True
gb,IT Service Desk Engineer,38061.08,38061.08,Not specified,IT,2026-03-10 15:46:46+00:00,"Nottingham, Nottinghamshire",True,Hillarys,4.8924,186210.027792,186210.027792,186210.027792,0.0,Not Specified,Tuesday,True
us,IT Project Manager,99177.68,99177.68,Not specified,IT,2026-04-01 19:06:32+00:00,"Bee Cave, Travis County",True,Neos Consulting,3.6506,362058.038608,362058.038608,362058.038608,0.0,Not Specified,Wednesday,True
us,"Houseparents - Relocation to Hershey, PA Required",81812.81,81812.81,full_time,Healthcare & Nursing Jobs,2025-10-03 01:19:43+00:00,"Corning, Steuben County",True,Milton Hershey School,3.6506,298665.844186,298665.844186,298665.844186,0.0,,Friday,True
us,"Houseparents - Relocation to Hershey, PA Required",102599.23,102599.23,full_time,Healthcare & Nursing Jobs,2025-10-03 01:19:59+00:00,"Millwood, Spokane County",True,Milton Hershey School,3.6506,374548.74903799995,374548.74903799995,374548.74903799995,0.0,,Friday,True
us,Vascular Surgery Physician,81154.7,81154.7,Not specified,Healthcare & Nursing Jobs,2026-04-02 04:10:57+00:00,"Midland, Midland County",True,AMN Healthcare,3.6506,296263.34781999997,296263.34781999997,296263.34781999997,0.0,,Thursday,True
gb,2nd Line IT Support Engineer,28000.0,35000.0,full_time,IT,2026-03-25 15:48:31+00:00,"Rochester, Kent",False,SER  Ltd,4.8924,136987.2,171234.0,154110.6,24.99999999999999,Not Specified,Wednesday,True
us,Registered Nurse (RN) - Hiring Now!,66093.86,66093.86,Not specified,Healthcare & Nursing Jobs,2026-03-11 02:24:24+00:00,"Asheville, Buncombe County",True,Mission Hospital,3.6506,241282.245316,241282.245316,241282.245316,0.0,,Wednesday,True
us,Lead IT Systems Engineer - Public Sector,176387.84,176387.84,full_time,Engineering Jobs,2026-02-20 06:06:32+00:00,"Juneau, Alaska",True,Lumen,3.6506,643921.448704,643921.448704,643921.448704,0.0,,Friday,True
gb,QMS Engineer,45000.0,45000.0,Not specified,Manufacturing Jobs,2026-03-17 11:08:39+00:00,"Thame, Oxfordshire",False,ReeVR,4.8924,220158.0,220158.0,220158.0,0.0,,Tuesday,True
gb,Senior IT Systems Engineer,65000.0,65000.0,full_time,IT,2026-03-19 01:55:58+00:00,"Corsham, Wiltshire",False,MASS Consultants,4.8924,318006.0,318006.0,318006.0,0.0,Senior,Thursday,True
gb,Purchase Ledger Clerk,27517.25,27517.25,Not specified,Accounting & Finance Jobs,2026-03-10 18:53:54+00:00,"Worcester, Worcestershire",True,HAYS,4.8924,134625.3939,134625.3939,134625.3939,0.0,,Tuesday,True
pl,EB Client Partner (K/M) @ Antal,,,full_time,IT,2026-02-21 01:36:35+00:00,"Warszawa, mazowieckie",False,Antal,1.0,,,,,Not Specified,Saturday,False
gb,IT Support Engineer,28000.0,30000.0,full_time,IT,2026-03-09 12:13:28+00:00,UK,False,Constant Recruitment Ltd,4.8924,136987.2,146772.0,141879.6,7.142857142857134,Not Specified,Monday,True
us,"Sutter Coast Hospital - Physician, Pediatrics",148438.02,148438.02,Not specified,Healthcare & Nursing Jobs,2026-04-01 16:13:53+00:00,"Northcrest, Del Norte County",True,Sutter Health Hospital Supported Recruitment,3.6506,541887.835812,541887.835812,541887.835812,0.0,,Wednesday,True
pl,IT Business Analyst @ Verita HR,300000.0,346800.0,full_time,IT,2026-01-23 01:17:29+00:00,"Kraków, małopolskie",False,Verita HR,1.0,300000.0,346800.0,323400.0,15.6,Not Specified,Friday,True
gb,ME3 – Senior Manufacturing Engineer,46254.58,46254.58,Not specified,Engineering Jobs,2026-03-25 11:33:19+00:00,"Throsk, Stirling",True,BAE Systems,4.8924,226295.907192,226295.907192,226295.907192,0.0,,Wednesday,True
us,IT Testing Engineer II,58622.74,58622.74,full_time,IT,2026-03-13 12:57:50+00:00,"Highland Park, Dallas",True,Conduent,3.6506,214008.17464399998,214008.17464399998,214008.17464399998,0.0,Not Specified,Friday,True
gb,Gopuff Delivery Riders - Moped,34187.11,34187.11,Not specified,Travel Jobs,2026-04-01 05:09:07+00:00,"Stratford, East London",True,Gopuff,4.8924,167257.016964,167257.016964,167257.016964,0.0,,Wednesday,True
gb,"SEN / SEND Tutor, Warwickshire",58240.0,72800.0,part_time,Teaching Jobs,2026-01-15 02:27:51+00:00,"Long Lawford, Rugby",False,Targeted Provision Ltd,4.8924,284933.376,356166.72000000003,320550.048,25.000000000000018,,Thursday,True
gb,Decorator (Self-Employed),42654.65,42654.65,Not specified,Trade & Construction Jobs,2025-05-16 09:51:17+00:00,"Moray, Scotland",True,MyJobQuote,4.8924,208683.60966000002,208683.60966000002,208683.60966000002,0.0,,Friday,True
gb,Senior IT Service Manager,45000.0,45000.0,Not specified,IT,2026-04-02 21:31:03+00:00,"Leeds, West Yorkshire",False,DWP Digital,4.8924,220158.0,220158.0,220158.0,0.0,Senior,Thursday,True
pl,Senior Python Developer,,,full_time,IT,2026-03-11 02:13:38+00:00,"Kraków, małopolskie",False,C&F,1.0,,,,,Senior,Wednesday,False
gb,Mobile Vehicle Technician - Watford,40170.0,44385.0,full_time,Engineering Jobs,2026-03-09 20:55:25+00:00,"Bushey Heath, Bushey",False,RAC,4.8924,196527.708,217149.174,206838.441,10.49290515309932,,Monday,True
gb,IT Support Officer,37.0,30212.0,full_time,IT,2026-03-26 16:31:03+00:00,"Edinburgh, Scotland",False,St Columba's Hospice,4.8924,181.0188,147809.1888,73995.1038,81554.05405405407,Not Specified,Thursday,True
gb,Delivery Driver - Bicester,29.0,29.0,full_time,Logistics & Warehouse Jobs,2026-03-05 20:24:39+00:00,"Nether Worton, Chipping Norton",False,Ocado Logistics,4.8924,1702.5552000000002,1702.5552000000002,1702.5552000000002,0.0,,Thursday,True
us,JEXC2 IT Trainer,88472.05,88472.05,Not specified,IT,2026-04-01 03:01:33+00:00,"Panama City, Bay County",True,SAIC,3.6506,322976.06573,322976.06573,322976.06573,0.0,Not Specified,Wednesday,True
pl,Scrum Master Agile Coach in software development environments,201600.0,274176.0,full_time,IT,2026-01-10 01:28:13+00:00,"Warszawa, mazowieckie",False,Link Group,1.0,201600.0,274176.0,237888.0,36.0,Not Specified,Saturday,True
pl,IT Governance Manager | f m d,,,full_time,IT,2026-03-27 02:04:57+00:00,"Gdańsk, Trójmiasto",False,ERGO Technology & Services,1.0,,,,,Not Specified,Friday,False
pl,Myślisz o własnym biznesie? Zostań franczyzobiorcą - otwórz Żabkę! @ Żabka Polska Sp. zo.o.,360000.0,360000.0,full_time,IT,2026-02-07 01:28:07+00:00,"Zgierz, łódzkie",False,Żabka Polska Sp. zo.o.,1.0,360000.0,360000.0,360000.0,0.0,Not Specified,Saturday,True
gb,IT Technician,28608.37,28608.37,Not specified,IT,2026-03-12 22:31:50+00:00,"Merseyside, North West England",True,Hays,4.8924,139963.589388,139963.589388,139963.589388,0.0,Not Specified,Thursday,True
pl,Senior Security Engineer,222000.0,336000.0,full_time,IT,2026-04-02 03:08:27+00:00,"Katowice, śląskie",False,dotLinkers,1.0,222000.0,336000.0,279000.0,51.35135135135135,Senior,Thursday,True
us,$250/60min Paid Market Research Study for IT Infrastructure Manager in the IT Sector,79688.62,79688.62,Not specified,IT,2026-03-14 10:37:22+00:00,"Minerva Park, Franklin County",True,Ivy Exec,3.6506,290911.276172,290911.276172,290911.276172,0.0,Not Specified,Saturday,True
gb,Amazon Flex Delivery Driver - Earn £14 - £18 per hour*,14.0,18.0,Not specified,Logistics & Warehouse Jobs,2026-04-02 02:38:09+00:00,"Warsop Vale, Mansfield",False,Amazon Flex,4.8924,821.9232,1056.7584000000002,939.3408000000001,28.571428571428598,,Thursday,True
pl,Senior QA Engineer @ Get it together,,,full_time,IT,2026-03-20 01:43:34+00:00,"Wrocław, dolnośląskie",False,Get it together,1.0,,,,,Senior,Friday,False
pl,Senior Software Developer - Cloud Native Java B2B,221760.0,362880.0,full_time,IT,2026-03-25 02:08:09+00:00,"Katowice, śląskie",False,Reply Polska Sp. z o. o.,1.0,221760.0,362880.0,292320.0,63.63636363636363,Senior,Wednesday,True
pl,IT Operations Specialist Microservices & Databases,,,full_time,IT,2026-04-02 03:08:25+00:00,"Gdańsk, Trójmiasto",False,B2Bnetwork,1.0,,,,,Not Specified,Thursday,False
pl,Senior IT Project Program Manager,,,full_time,IT,2026-01-31 01:39:00+00:00,"Warszawa, mazowieckie",False,TQLO SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,1.0,,,,,Senior,Saturday,False
pl,IT Analyst / Project Coordinator (Recovery Systems) @ DCG Sp. z o.o,1200.0,1200.0,full_time,IT,2026-03-18 02:49:32+00:00,Polska,False,DCG Sp. z o.o,1.0,14400.0,14400.0,14400.0,0.0,Not Specified,Wednesday,True
us,IT Business Analyst/HR,133200.67,133200.67,full_time,IT,2026-02-19 18:12:10+00:00,"Charleston, Kanawha County",True,World Wide Technology,3.6506,486262.36590200005,486262.36590200005,486262.36590200005,0.0,Not Specified,Thursday,True
gb,IT Support Technician,28000.0,32000.0,full_time,IT,2026-03-27 22:13:34+00:00,"Wilmslow, Cheshire",False,Adria Solutions,4.8924,136987.2,156556.80000000002,146772.0,14.285714285714288,Not Specified,Friday,True
gb,IT Service Design & Transition Manager (IT/OT),74300.77,74300.77,full_time,IT,2026-03-11 10:29:46+00:00,"Glasgow, Scotland",True,Sword Group,4.8924,363509.087148,363509.087148,363509.087148,0.0,Not Specified,Wednesday,True
gb,Mobile Vehicle Technician - Northampton,0.0,52000.0,full_time,Engineering Jobs,2026-03-02 13:47:19+00:00,"Crowfield, Brackley",False,RAC,4.8924,,254404.80000000002,,,,Monday,True
gb,IT Technologist,0.0,60000.0,full_time,IT,2026-02-05 08:56:30+00:00,"Watford, Hertfordshire",False,Medtronic,4.8924,,293544.0,,,Not Specified,Thursday,True
us,IT Network Engineer,138981.0,138981.0,Not specified,IT,2026-04-01 19:06:34+00:00,"El Segundo, Los Angeles County",True,Aerospace Corporation,3.6506,507364.03859999997,507364.03859999997,507364.03859999997,0.0,Not Specified,Wednesday,True
us,Speech Pathologist,63313.44,63313.44,full_time,Healthcare & Nursing Jobs,2026-02-21 15:28:42+00:00,"Grayson, Gwinnett County",True,Eastside Rehabilitation Hospital,3.6506,231132.044064,231132.044064,231132.044064,0.0,,Saturday,True
gb,Unqualified Nursery Practitioner,17680.0,26520.0,full_time,Teaching Jobs,2026-04-01 11:25:43+00:00,"Haugh, Inverness",False,Busy Bees,4.8924,86497.63200000001,129746.448,108122.04000000001,49.999999999999986,,Wednesday,True
gb,IT Support Technician,31200.0,31200.0,Not specified,IT,2026-03-30 05:37:27+00:00,"Manchester, Greater Manchester",False,Reed,4.8924,152642.88,152642.88,152642.88,0.0,Not Specified,Monday,True
gb,Cash equities IT Business Analyst,70000.0,85000.0,full_time,IT,2026-03-26 22:27:49+00:00,"London, UK",False,McGregor Boyall,4.8924,342468.0,415854.0,379161.0,21.428571428571427,Not Specified,Thursday,True
us,IT Application Analyst,108761.78,108761.78,full_time,Healthcare & Nursing Jobs,2026-03-25 13:25:49+00:00,"Rochester, Olmsted County",True,Mayo Clinic,3.6506,397045.75406799995,397045.75406799995,397045.75406799995,0.0,,Wednesday,True
gb,IT Teacher,26000.0,52000.0,full_time,Teaching Jobs,2026-03-24 07:01:45+00:00,"Wellingborough, Northamptonshire",False,Tradewind Recruitment,4.8924,127202.40000000001,254404.80000000002,190803.6,100.0,,Tuesday,True
us,Lead IT Systems Engineer - Public Sector,186119.95,186119.95,full_time,Engineering Jobs,2026-02-20 06:06:32+00:00,"Paterson, Passaic County",True,Lumen,3.6506,679449.48947,679449.48947,679449.48947,0.0,,Friday,True
pl,CyberArk Security and Access Management Specialist,312000.0,384000.0,full_time,IT,2026-03-14 02:42:49+00:00,"Wrocław, dolnośląskie",False,Link Group,1.0,312000.0,384000.0,348000.0,23.076923076923077,Not Specified,Saturday,True
gb,Retail IT Administrator & Training Support,29552.97,29552.97,Not specified,IT,2026-04-03 14:56:59+00:00,"London, UK",True,Musgrave NI,4.8924,144584.950428,144584.950428,144584.950428,0.0,Not Specified,Friday,True
gb,"IT Analyst, EMEA, IT - CITIC CLSA",34403.62,34403.62,full_time,IT,2026-03-09 05:50:22+00:00,"London, UK",True,CITIC CLSA,4.8924,168316.270488,168316.270488,168316.270488,0.0,Not Specified,Monday,True
gb,Field Interviewer - Full Time,23000.0,23000.0,full_time,Sales Jobs,2026-04-01 11:25:31+00:00,"Dorchester, Dorset",False,Ipsos,4.8924,112525.20000000001,112525.20000000001,112525.20000000001,0.0,,Wednesday,True
us,IT Testing Engineer II,50646.6,50646.6,full_time,IT,2026-03-13 12:57:49+00:00,"Bee Cave, Travis County",True,Conduent,3.6506,184890.47796,184890.47796,184890.47796,0.0,Not Specified,Friday,True
us,Lead IT Systems Engineer - Public Sector,159032.8,159032.8,full_time,Engineering Jobs,2026-02-20 06:06:32+00:00,"Tupelo, Lee County",True,Lumen,3.6506,580565.1396799999,580565.1396799999,580565.1396799999,0.0,,Friday,True
gb,"SEN / SEND Tutor, Kent",58240.0,72800.0,part_time,Teaching Jobs,2026-01-15 02:27:50+00:00,"Chequers Centre, Maidstone",False,Targeted Provision Ltd,4.8924,284933.376,356166.72000000003,320550.048,25.000000000000018,,Thursday,True
pl,Ekspert / Ekspertka ds. Podatków,168000.0,192000.0,full_time,Księgowość i finanse,2026-02-25 01:49:39+00:00,"Gdynia, Trójmiasto",False,BEST S.A.,1.0,168000.0,192000.0,180000.0,14.285714285714285,,Wednesday,True
us,Locums Emergency Medicine Physician Is Wanted in IA,149632.19,149632.19,Not specified,Healthcare & Nursing Jobs,2026-04-02 04:10:58+00:00,"Dyersville, Dubuque County",True,Weatherby Healthcare,3.6506,546247.272814,546247.272814,546247.272814,0.0,,Thursday,True
us,Nurse Supervisor,39296.84,39296.84,full_time,Healthcare & Nursing Jobs,2026-02-25 19:34:51+00:00,"Murfreesboro, Rutherford County",True,Encompass Health Rehabilitation Hospital of Franklin,3.6506,143457.04410399997,143457.04410399997,143457.04410399997,0.0,,Wednesday,True
gb,Retail IT Project Manager,156000.0,182000.0,Not specified,IT,2026-03-27 22:17:43+00:00,"East Midlands, UK",False,Ashdown Group,4.8924,763214.4,890416.8,826815.6000000001,16.666666666666668,Not Specified,Friday,True
pl,Senior IT System Analyst IAM | f m d,,,full_time,IT,2026-01-06 01:33:18+00:00,"Gdańsk, Trójmiasto",False,ERGO Technology & Services,1.0,,,,,Senior,Tuesday,False
pl,IT Service Manager with SAP CAR & Retail,262080.0,302400.0,full_time,IT,2026-01-24 01:39:55+00:00,"Kraków, małopolskie",False,Link Group,1.0,262080.0,302400.0,282240.0,15.384615384615385,Not Specified,Saturday,True
us,Licensed Mental Health Therapist (Virtual),83320.2,83320.2,Not specified,Healthcare & Nursing Jobs,2026-02-25 19:39:44+00:00,"Fountainebleau, Miami-Dade County",True,Headway,3.6506,304168.72212,304168.72212,304168.72212,0.0,,Wednesday,True
us,IT Business Analyst/HR,134236.03,134236.03,full_time,IT,2026-02-14 17:52:15+00:00,"Elon, Alamance County",True,World Wide Technology,3.6506,490042.051118,490042.051118,490042.051118,0.0,Not Specified,Saturday,True
us,CDL-A Trainee - CDL-A Required,56240.38,56240.38,full_time,Logistics & Warehouse Jobs,2026-03-31 21:03:50+00:00,"Elk River, Sherburne County",True,"Mclane Company, Inc.",3.6506,205311.13122799998,205311.13122799998,205311.13122799998,0.0,,Tuesday,True
us,Adult Respiratory Therapist (CRT or RRT) - Full Time with Sign-On Bonus - Days 7a - 7p or Nights 7p - 7a Jeff Hwy,100417.12,100417.12,Not specified,Healthcare & Nursing Jobs,2026-04-01 16:21:22+00:00,"La Place, St. John the Baptist Parish",True,Ochsner Health System,3.6506,366582.738272,366582.738272,366582.738272,0.0,,Wednesday,True
us,IT Specialist with Security Clearance,76580.48,76580.48,Not specified,IT,2026-02-19 18:19:28+00:00,"Eglin Air Force Base, Okaloosa County",True,TEKsystems c/o Allegis Group,3.6506,279564.700288,279564.700288,279564.700288,0.0,Not Specified,Thursday,True
pl,Architekt IT/Architektka IT,,,Not specified,Księgowość i finanse,2025-09-12 18:46:40+00:00,"Kraków, małopolskie",False,PwC,1.0,,,,,,Friday,False
us,Registered Nurse Endoscopy,61753.78,61753.78,Not specified,Healthcare & Nursing Jobs,2026-02-23 11:07:01+00:00,"Brandon, Hillsborough County",True,HCA Florida Brandon Hospital,3.6506,225438.349268,225438.349268,225438.349268,0.0,,Monday,True
us,IT Specialist with Security Clearance,70550.53,70550.53,Not specified,IT,2026-03-05 13:10:20+00:00,"Washington, D.C., US",True,Cayuse Technologies,3.6506,257551.764818,257551.764818,257551.764818,0.0,Not Specified,Thursday,True
pl,Dyrektor Dyrektorka Centrum Kompetencji Ofert Transmisji Danych,,,full_time,IT,2026-01-20 01:35:31+00:00,"Warszawa, mazowieckie",False,Orange Polska,1.0,,,,,Not Specified,Tuesday,False
